"시군구/성/연령(5세)별 주민등록연앙인구"

"C행정구역(시군구)별","행정구역(시군구)별","C성별","성별","C연령별","연령별","시점","주민등록연앙인구 (명)"
'11040," 성동구",'1,"남자",'210,"50 - 54세",2020,11614.0000
'11040," 성동구",'1,"남자",'230,"55 - 59세",2020,11589.0000
'11040," 성동구",'1,"남자",'260,"60 - 64세",2020,10243.0000
'11040," 성동구",'1,"남자",'280,"65 - 69세",2020,6672.5000
'11040," 성동구",'1,"남자",'310,"70 - 74세",2020,4991.5000
'11040," 성동구",'1,"남자",'330,"75 - 79세",2020,3865.5000
'11040," 성동구",'1,"남자",'340,"80세 이상",2020,3214.0000
'11040," 성동구",'1,"남자",'360,"80 - 84세",2020,2154.5000
'11040," 성동구",'1,"남자",'370,"85세 이상",2020,1059.5000
'11040," 성동구",'1,"남자",'380,"85 - 89세",2020,798.5000
'11040," 성동구",'1,"남자",'410,"90 - 94세",2020,207.0000
'11040," 성동구",'1,"남자",'430,"95 - 99세",2020,47.5000
'11040," 성동구",'1,"남자",'440,"100세 이상",2020,6.5000
'11040," 성동구",'2,"여자",'000,"계",2020,149168.0000
'11040," 성동구",'2,"여자",'020,"0 - 4세",2020,5158.0000
'11040," 성동구",'2,"여자",'050,"5 - 9세",2020,5203.0000
'11040," 성동구",'2,"여자",'070,"10 - 14세",2020,4575.0000
'11040," 성동구",'2,"여자",'100,"15 - 19세",2020,5681.5000
'11040," 성동구",'2,"여자",'120,"20 - 24세",2020,10238.0000
'11040," 성동구",'2,"여자",'130,"25 - 29세",2020,12608.0000
'11040," 성동구",'2,"여자",'150,"30 - 34세",2020,12405.5000
'11040," 성동구",'2,"여자",'160,"35 - 39세",2020,12686.0000
'11040," 성동구",'2,"여자",'180,"40 - 44세",2020,10718.5000
'11040," 성동구",'2,"여자",'190,"45 - 49세",2020,11794.5000
'11040," 성동구",'2,"여자",'210,"50 - 54세",2020,11820.0000
'11040," 성동구",'2,"여자",'230,"55 - 59세",2020,11554.0000
'11040," 성동구",'2,"여자",'260,"60 - 64세",2020,10538.5000
'11040," 성동구",'2,"여자",'280,"65 - 69세",2020,7352.0000
'11040," 성동구",'2,"여자",'310,"70 - 74세",2020,6042.5000
'11040," 성동구",'2,"여자",'330,"75 - 79세",2020,4979.0000
'11040," 성동구",'2,"여자",'340,"80세 이상",2020,5814.0000
'11040," 성동구",'2,"여자",'360,"80 - 84세",2020,3392.0000
'11040," 성동구",'2,"여자",'370,"85세 이상",2020,2422.0000
'11040," 성동구",'2,"여자",'380,"85 - 89세",2020,1656.5000
'11040," 성동구",'2,"여자",'410,"90 - 94세",2020,614.0000
'11040," 성동구",'2,"여자",'430,"95 - 99세",2020,130.5000
'11040," 성동구",'2,"여자",'440,"100세 이상",2020,21.0000
'11050," 광진구",'0,"계",'000,"계",2020,343783.0000
'11050," 광진구",'0,"계",'020,"0 - 4세",2020,9107.0000
'11050," 광진구",'0,"계",'050,"5 - 9세",2020,11488.0000
'11050," 광진구",'0,"계",'070,"10 - 14세",2020,12259.0000
'11050," 광진구",'0,"계",'100,"15 - 19세",2020,14399.0000
'11050," 광진구",'0,"계",'120,"20 - 24세",2020,26069.5000
'11050," 광진구",'0,"계",'130,"25 - 29세",2020,35974.5000
'11050," 광진구",'0,"계",'150,"30 - 34세",2020,29172.0000
'11050," 광진구",'0,"계",'160,"35 - 39세",2020,27354.5000
'11050," 광진구",'0,"계",'180,"40 - 44세",2020,24710.0000
'11050," 광진구",'0,"계",'190,"45 - 49세",2020,27864.0000
'11050," 광진구",'0,"계",'210,"50 - 54세",2020,27567.5000
'11050," 광진구",'0,"계",'230,"55 - 59세",2020,26347.5000
'11050," 광진구",'0,"계",'260,"60 - 64세",2020,24044.0000
'11050," 광진구",'0,"계",'280,"65 - 69세",2020,16400.5000
'11050," 광진구",'0,"계",'310,"70 - 74세",2020,12293.5000
'11050," 광진구",'0,"계",'330,"75 - 79세",2020,9298.5000
'11050," 광진구",'0,"계",'340,"80세 이상",2020,9434.0000
'11050," 광진구",'0,"계",'360,"80 - 84세",2020,5780.5000
'11050," 광진구",'0,"계",'370,"85세 이상",2020,3653.5000
'11050," 광진구",'0,"계",'380,"85 - 89세",2020,2530.0000
'11050," 광진구",'0,"계",'410,"90 - 94세",2020,876.0000
'11050," 광진구",'0,"계",'430,"95 - 99세",2020,207.0000
'11050," 광진구",'0,"계",'440,"100세 이상",2020,40.5000
'11050," 광진구",'1,"남자",'000,"계",2020,166229.5000
'11050," 광진구",'1,"남자",'020,"0 - 4세",2020,4653.5000
'11050," 광진구",'1,"남자",'050,"5 - 9세",2020,5880.5000
'11050," 광진구",'1,"남자",'070,"10 - 14세",2020,6279.5000
'11050," 광진구",'1,"남자",'100,"15 - 19세",2020,7311.5000
'11050," 광진구",'1,"남자",'120,"20 - 24세",2020,11947.0000
'11050," 광진구",'1,"남자",'130,"25 - 29세",2020,17355.0000
'11050," 광진구",'1,"남자",'150,"30 - 34세",2020,14388.5000
'11050," 광진구",'1,"남자",'160,"35 - 39세",2020,13566.0000
'11050," 광진구",'1,"남자",'180,"40 - 44세",2020,12209.0000
'11050," 광진구",'1,"남자",'190,"45 - 49세",2020,13682.5000
'11050," 광진구",'1,"남자",'210,"50 - 54세",2020,13315.5000
'11050," 광진구",'1,"남자",'230,"55 - 59세",2020,12908.5000
'11050," 광진구",'1,"남자",'260,"60 - 64세",2020,11466.5000
'11050," 광진구",'1,"남자",'280,"65 - 69세",2020,7792.5000
'11050," 광진구",'1,"남자",'310,"70 - 74세",2020,5712.5000
'11050," 광진구",'1,"남자",'330,"75 - 79세",2020,4249.0000
'11050," 광진구",'1,"남자",'340,"80세 이상",2020,3512.0000
'11050," 광진구",'1,"남자",'360,"80 - 84세",2020,2388.0000
'11050," 광진구",'1,"남자",'370,"85세 이상",2020,1124.0000
'11050," 광진구",'1,"남자",'380,"85 - 89세",2020,833.5000
'11050," 광진구",'1,"남자",'410,"90 - 94세",2020,239.0000
'11050," 광진구",'1,"남자",'430,"95 - 99세",2020,44.5000
'11050," 광진구",'1,"남자",'440,"100세 이상",2020,7.0000
'11050," 광진구",'2,"여자",'000,"계",2020,177553.5000
'11050," 광진구",'2,"여자",'020,"0 - 4세",2020,4453.5000
'11050," 광진구",'2,"여자",'050,"5 - 9세",2020,5607.5000
'11050," 광진구",'2,"여자",'070,"10 - 14세",2020,5979.5000
'11050," 광진구",'2,"여자",'100,"15 - 19세",2020,7087.5000
'11050," 광진구",'2,"여자",'120,"20 - 24세",2020,14122.5000
'11050," 광진구",'2,"여자",'130,"25 - 29세",2020,18619.5000
'11050," 광진구",'2,"여자",'150,"30 - 34세",2020,14783.5000
'11050," 광진구",'2,"여자",'160,"35 - 39세",2020,13788.5000
'11050," 광진구",'2,"여자",'180,"40 - 44세",2020,12501.0000
'11050," 광진구",'2,"여자",'190,"45 - 49세",2020,14181.5000
'11050," 광진구",'2,"여자",'210,"50 - 54세",2020,14252.0000
'11050," 광진구",'2,"여자",'230,"55 - 59세",2020,13439.0000
'11050," 광진구",'2,"여자",'260,"60 - 64세",2020,12577.5000
'11050," 광진구",'2,"여자",'280,"65 - 69세",2020,8608.0000
'11050," 광진구",'2,"여자",'310,"70 - 74세",2020,6581.0000
'11050," 광진구",'2,"여자",'330,"75 - 79세",2020,5049.5000
'11050," 광진구",'2,"여자",'340,"80세 이상",2020,5922.0000
'11050," 광진구",'2,"여자",'360,"80 - 84세",2020,3392.5000
'11050," 광진구",'2,"여자",'370,"85세 이상",2020,2529.5000
'11050," 광진구",'2,"여자",'380,"85 - 89세",2020,1696.5000
'11050," 광진구",'2,"여자",'410,"90 - 94세",2020,637.0000
'11050," 광진구",'2,"여자",'430,"95 - 99세",2020,162.5000
'11050," 광진구",'2,"여자",'440,"100세 이상",2020,33.5000
'11060," 동대문구",'0,"계",'000,"계",2020,337801.0000
'11060," 동대문구",'0,"계",'020,"0 - 4세",2020,9989.5000
'11060," 동대문구",'0,"계",'050,"5 - 9세",2020,11437.0000
'11060," 동대문구",'0,"계",'070,"10 - 14세",2020,11100.0000
'11060," 동대문구",'0,"계",'100,"15 - 19세",2020,13225.0000
'11060," 동대문구",'0,"계",'120,"20 - 24세",2020,25595.0000
'11060," 동대문구",'0,"계",'130,"25 - 29세",2020,29694.0000
'11060," 동대문구",'0,"계",'150,"30 - 34세",2020,24183.5000
'11060," 동대문구",'0,"계",'160,"35 - 39세",2020,26077.5000
'11060," 동대문구",'0,"계",'180,"40 - 44세",2020,24009.5000
'11060," 동대문구",'0,"계",'190,"45 - 49세",2020,26402.5000
'11060," 동대문구",'0,"계",'210,"50 - 54세",2020,26376.0000
'11060," 동대문구",'0,"계",'230,"55 - 59세",2020,26082.0000
'11060," 동대문구",'0,"계",'260,"60 - 64세",2020,25501.5000
'11060," 동대문구",'0,"계",'280,"65 - 69세",2020,18788.5000
'11060," 동대문구",'0,"계",'310,"70 - 74세",2020,15061.5000
'11060," 동대문구",'0,"계",'330,"75 - 79세",2020,12222.0000
'11060," 동대문구",'0,"계",'340,"80세 이상",2020,12056.0000
'11060," 동대문구",'0,"계",'360,"80 - 84세",2020,7391.0000
'11060," 동대문구",'0,"계",'370,"85세 이상",2020,4665.0000
'11060," 동대문구",'0,"계",'380,"85 - 89세",2020,3317.5000
'11060," 동대문구",'0,"계",'410,"90 - 94세",2020,1045.5000
'11060," 동대문구",'0,"계",'430,"95 - 99세",2020,263.0000
'11060," 동대문구",'0,"계",'440,"100세 이상",2020,39.0000
'11060," 동대문구",'1,"남자",'000,"계",2020,167564.0000
'11060," 동대문구",'1,"남자",'020,"0 - 4세",2020,5116.0000
'11060," 동대문구",'1,"남자",'050,"5 - 9세",2020,5887.0000
'11060," 동대문구",'1,"남자",'070,"10 - 14세",2020,5681.0000
'11060," 동대문구",'1,"남자",'100,"15 - 19세",2020,6639.0000
'11060," 동대문구",'1,"남자",'120,"20 - 24세",2020,12007.5000
'11060," 동대문구",'1,"남자",'130,"25 - 29세",2020,15684.5000
'11060," 동대문구",'1,"남자",'150,"30 - 34세",2020,12561.5000
'11060," 동대문구",'1,"남자",'160,"35 - 39세",2020,13439.5000
'11060," 동대문구",'1,"남자",'180,"40 - 44세",2020,12425.5000
'11060," 동대문구",'1,"남자",'190,"45 - 49세",2020,13548.5000
'11060," 동대문구",'1,"남자",'210,"50 - 54세",2020,13324.0000
'11060," 동대문구",'1,"남자",'230,"55 - 59세",2020,12985.0000
'11060," 동대문구",'1,"남자",'260,"60 - 64세",2020,12405.0000
'11060," 동대문구",'1,"남자",'280,"65 - 69세",2020,8978.5000
'11060," 동대문구",'1,"남자",'310,"70 - 74세",2020,6904.0000
'11060," 동대문구",'1,"남자",'330,"75 - 79세",2020,5420.5000
'11060," 동대문구",'1,"남자",'340,"80세 이상",2020,4557.0000
'11060," 동대문구",'1,"남자",'360,"80 - 84세",2020,3064.0000
'11060," 동대문구",'1,"남자",'370,"85세 이상",2020,1493.0000
'11060," 동대문구",'1,"남자",'380,"85 - 89세",2020,1130.0000
'11060," 동대문구",'1,"남자",'410,"90 - 94세",2020,285.0000
'11060," 동대문구",'1,"남자",'430,"95 - 99세",2020,70.5000
'11060," 동대문구",'1,"남자",'440,"100세 이상",2020,7.5000
'11060," 동대문구",'2,"여자",'000,"계",2020,170237.0000
'11060," 동대문구",'2,"여자",'020,"0 - 4세",2020,4873.5000
'11060," 동대문구",'2,"여자",'050,"5 - 9세",2020,5550.0000
'11060," 동대문구",'2,"여자",'070,"10 - 14세",2020,5419.0000
'11060," 동대문구",'2,"여자",'100,"15 - 19세",2020,6586.0000
'11060," 동대문구",'2,"여자",'120,"20 - 24세",2020,13587.5000
'11060," 동대문구",'2,"여자",'130,"25 - 29세",2020,14009.5000
'11060," 동대문구",'2,"여자",'150,"30 - 34세",2020,11622.0000
'11060," 동대문구",'2,"여자",'160,"35 - 39세",2020,12638.0000
'11060," 동대문구",'2,"여자",'180,"40 - 44세",2020,11584.0000
'11060," 동대문구",'2,"여자",'190,"45 - 49세",2020,12854.0000
'11060," 동대문구",'2,"여자",'210,"50 - 54세",2020,13052.0000
'11060," 동대문구",'2,"여자",'230,"55 - 59세",2020,13097.0000
'11060," 동대문구",'2,"여자",'260,"60 - 64세",2020,13096.5000
'11060," 동대문구",'2,"여자",'280,"65 - 69세",2020,9810.0000
'11060," 동대문구",'2,"여자",'310,"70 - 74세",2020,8157.5000
'11060," 동대문구",'2,"여자",'330,"75 - 79세",2020,6801.5000
'11060," 동대문구",'2,"여자",'340,"80세 이상",2020,7499.0000
'11060," 동대문구",'2,"여자",'360,"80 - 84세",2020,4327.0000
'11060," 동대문구",'2,"여자",'370,"85세 이상",2020,3172.0000
'11060," 동대문구",'2,"여자",'380,"85 - 89세",2020,2187.5000
'11060," 동대문구",'2,"여자",'410,"90 - 94세",2020,760.5000
'11060," 동대문구",'2,"여자",'430,"95 - 99세",2020,192.5000
'11060," 동대문구",'2,"여자",'440,"100세 이상",2020,31.5000
'11070," 중랑구",'0,"계",'000,"계",2020,390233.0000
'11070," 중랑구",'0,"계",'020,"0 - 4세",2020,11146.5000
'11070," 중랑구",'0,"계",'050,"5 - 9세",2020,12723.0000
'11070," 중랑구",'0,"계",'070,"10 - 14세",2020,12421.0000
'11070," 중랑구",'0,"계",'100,"15 - 19세",2020,15134.5000
'11070," 중랑구",'0,"계",'120,"20 - 24세",2020,23983.5000
'11070," 중랑구",'0,"계",'130,"25 - 29세",2020,31889.5000
'11070," 중랑구",'0,"계",'150,"30 - 34세",2020,28443.0000
'11070," 중랑구",'0,"계",'160,"35 - 39세",2020,29817.5000
'11070," 중랑구",'0,"계",'180,"40 - 44세",2020,26967.5000
'11070," 중랑구",'0,"계",'190,"45 - 49세",2020,30630.5000
'11070," 중랑구",'0,"계",'210,"50 - 54세",2020,33612.5000
'11070," 중랑구",'0,"계",'230,"55 - 59세",2020,35135.0000
'11070," 중랑구",'0,"계",'260,"60 - 64세",2020,32693.5000
'11070," 중랑구",'0,"계",'280,"65 - 69세",2020,22863.0000
'11070," 중랑구",'0,"계",'310,"70 - 74세",2020,17331.0000
'11070," 중랑구",'0,"계",'330,"75 - 79세",2020,13001.5000
'11070," 중랑구",'0,"계",'340,"80세 이상",2020,12440.0000
'11070," 중랑구",'0,"계",'360,"80 - 84세",2020,7671.5000
'11070," 중랑구",'0,"계",'370,"85세 이상",2020,4768.5000
'11070," 중랑구",'0,"계",'380,"85 - 89세",2020,3326.0000
'11070," 중랑구",'0,"계",'410,"90 - 94세",2020,1151.0000
'11070," 중랑구",'0,"계",'430,"95 - 99세",2020,256.0000
'11070," 중랑구",'0,"계",'440,"100세 이상",2020,35.5000
'11070," 중랑구",'1,"남자",'000,"계",2020,193105.5000
'11070," 중랑구",'1,"남자",'020,"0 - 4세",2020,5758.5000
'11070," 중랑구",'1,"남자",'050,"5 - 9세",2020,6560.0000
'11070," 중랑구",'1,"남자",'070,"10 - 14세",2020,6345.5000
'11070," 중랑구",'1,"남자",'100,"15 - 19세",2020,7734.0000
'11070," 중랑구",'1,"남자",'120,"20 - 24세",2020,12031.0000
'11070," 중랑구",'1,"남자",'130,"25 - 29세",2020,15796.0000
'11070," 중랑구",'1,"남자",'150,"30 - 34세",2020,14490.5000
'11070," 중랑구",'1,"남자",'160,"35 - 39세",2020,15576.5000
'11070," 중랑구",'1,"남자",'180,"40 - 44세",2020,14146.5000
'11070," 중랑구",'1,"남자",'190,"45 - 49세",2020,15538.5000
'11070," 중랑구",'1,"남자",'210,"50 - 54세",2020,16484.5000
'11070," 중랑구",'1,"남자",'230,"55 - 59세",2020,17305.5000
'11070," 중랑구",'1,"남자",'260,"60 - 64세",2020,15933.5000
'11070," 중랑구",'1,"남자",'280,"65 - 69세",2020,11020.5000
'11070," 중랑구",'1,"남자",'310,"70 - 74세",2020,8018.5000
'11070," 중랑구",'1,"남자",'330,"75 - 79세",2020,5838.0000
'11070," 중랑구",'1,"남자",'340,"80세 이상",2020,4528.0000
'11070," 중랑구",'1,"남자",'360,"80 - 84세",2020,3179.0000
'11070," 중랑구",'1,"남자",'370,"85세 이상",2020,1349.0000
'11070," 중랑구",'1,"남자",'380,"85 - 89세",2020,1046.0000
'11070," 중랑구",'1,"남자",'410,"90 - 94세",2020,251.5000
'11070," 중랑구",'1,"남자",'430,"95 - 99세",2020,48.5000
'11070," 중랑구",'1,"남자",'440,"100세 이상",2020,3.0000
'11070," 중랑구",'2,"여자",'000,"계",2020,197127.5000
'11070," 중랑구",'2,"여자",'020,"0 - 4세",2020,5388.0000
'11070," 중랑구",'2,"여자",'050,"5 - 9세",2020,6163.0000
'11070," 중랑구",'2,"여자",'070,"10 - 14세",2020,6075.5000
'11070," 중랑구",'2,"여자",'100,"15 - 19세",2020,7400.5000
'11070," 중랑구",'2,"여자",'120,"20 - 24세",2020,11952.5000
'11070," 중랑구",'2,"여자",'130,"25 - 29세",2020,16093.5000
'11070," 중랑구",'2,"여자",'150,"30 - 34세",2020,13952.5000
'11070," 중랑구",'2,"여자",'160,"35 - 39세",2020,14241.0000
'11070," 중랑구",'2,"여자",'180,"40 - 44세",2020,12821.0000
'11070," 중랑구",'2,"여자",'190,"45 - 49세",2020,15092.0000
'11070," 중랑구",'2,"여자",'210,"50 - 54세",2020,17128.0000
'11070," 중랑구",'2,"여자",'230,"55 - 59세",2020,17829.5000
'11070," 중랑구",'2,"여자",'260,"60 - 64세",2020,16760.0000
'11070," 중랑구",'2,"여자",'280,"65 - 69세",2020,11842.5000
'11070," 중랑구",'2,"여자",'310,"70 - 74세",2020,9312.5000
'11070," 중랑구",'2,"여자",'330,"75 - 79세",2020,7163.5000
'11070," 중랑구",'2,"여자",'340,"80세 이상",2020,7912.0000
'11070," 중랑구",'2,"여자",'360,"80 - 84세",2020,4492.5000
'11070," 중랑구",'2,"여자",'370,"85세 이상",2020,3419.5000
'11070," 중랑구",'2,"여자",'380,"85 - 89세",2020,2280.0000
'11070," 중랑구",'2,"여자",'410,"90 - 94세",2020,899.5000
'11070," 중랑구",'2,"여자",'430,"95 - 99세",2020,207.5000
'11070," 중랑구",'2,"여자",'440,"100세 이상",2020,32.5000
'11080," 성북구",'0,"계",'000,"계",2020,432206.0000
'11080," 성북구",'0,"계",'020,"0 - 4세",2020,12936.5000
'11080," 성북구",'0,"계",'050,"5 - 9세",2020,16941.5000
'11080," 성북구",'0,"계",'070,"10 - 14세",2020,17406.0000
'11080," 성북구",'0,"계",'100,"15 - 19세",2020,20578.5000
'11080," 성북구",'0,"계",'120,"20 - 24세",2020,32047.0000
'11080," 성북구",'0,"계",'130,"25 - 29세",2020,34141.5000
'11080," 성북구",'0,"계",'150,"30 - 34세",2020,28190.5000
'11080," 성북구",'0,"계",'160,"35 - 39세",2020,32089.5000
'11080," 성북구",'0,"계",'180,"40 - 44세",2020,31746.0000
'11080," 성북구",'0,"계",'190,"45 - 49세",2020,38195.5000
'11080," 성북구",'0,"계",'210,"50 - 54세",2020,35425.0000
'11080," 성북구",'0,"계",'230,"55 - 59세",2020,32449.5000
'11080," 성북구",'0,"계",'260,"60 - 64세",2020,30547.5000
'11080," 성북구",'0,"계",'280,"65 - 69세",2020,21965.5000
'11080," 성북구",'0,"계",'310,"70 - 74세",2020,17793.0000
'11080," 성북구",'0,"계",'330,"75 - 79세",2020,14645.0000
'11080," 성북구",'0,"계",'340,"80세 이상",2020,15108.0000
'11080," 성북구",'0,"계",'360,"80 - 84세",2020,9286.0000
'11080," 성북구",'0,"계",'370,"85세 이상",2020,5822.0000
'11080," 성북구",'0,"계",'380,"85 - 89세",2020,4040.0000
'11080," 성북구",'0,"계",'410,"90 - 94세",2020,1443.5000
'11080," 성북구",'0,"계",'430,"95 - 99세",2020,302.0000
'11080," 성북구",'0,"계",'440,"100세 이상",2020,36.5000
'11080," 성북구",'1,"남자",'000,"계",2020,209001.5000
'11080," 성북구",'1,"남자",'020,"0 - 4세",2020,6640.5000
'11080," 성북구",'1,"남자",'050,"5 - 9세",2020,8637.0000
'11080," 성북구",'1,"남자",'070,"10 - 14세",2020,8953.5000
'11080," 성북구",'1,"남자",'100,"15 - 19세",2020,10432.5000
'11080," 성북구",'1,"남자",'120,"20 - 24세",2020,14746.5000
'11080," 성북구",'1,"남자",'130,"25 - 29세",2020,17334.0000
'11080," 성북구",'1,"남자",'150,"30 - 34세",2020,14031.0000
'11080," 성북구",'1,"남자",'160,"35 - 39세",2020,15952.5000
'11080," 성북구",'1,"남자",'180,"40 - 44세",2020,15679.0000
'11080," 성북구",'1,"남자",'190,"45 - 49세",2020,18856.5000
'11080," 성북구",'1,"남자",'210,"50 - 54세",2020,17626.0000
'11080," 성북구",'1,"남자",'230,"55 - 59세",2020,15742.0000
'11080," 성북구",'1,"남자",'260,"60 - 64세",2020,14438.0000
'11080," 성북구",'1,"남자",'280,"65 - 69세",2020,10273.0000
'11080," 성북구",'1,"남자",'310,"70 - 74세",2020,7773.0000
'11080," 성북구",'1,"남자",'330,"75 - 79세",2020,6362.0000
'11080," 성북구",'1,"남자",'340,"80세 이상",2020,5524.5000
'11080," 성북구",'1,"남자",'360,"80 - 84세",2020,3718.0000
'11080," 성북구",'1,"남자",'370,"85세 이상",2020,1806.5000
'11080," 성북구",'1,"남자",'380,"85 - 89세",2020,1385.5000
'11080," 성북구",'1,"남자",'410,"90 - 94세",2020,351.5000
'11080," 성북구",'1,"남자",'430,"95 - 99세",2020,62.0000
'11080," 성북구",'1,"남자",'440,"100세 이상",2020,7.5000
'11080," 성북구",'2,"여자",'000,"계",2020,223204.5000
'11080," 성북구",'2,"여자",'020,"0 - 4세",2020,6296.0000
'11080," 성북구",'2,"여자",'050,"5 - 9세",2020,8304.5000
'11080," 성북구",'2,"여자",'070,"10 - 14세",2020,8452.5000
'11080," 성북구",'2,"여자",'100,"15 - 19세",2020,10146.0000
'11080," 성북구",'2,"여자",'120,"20 - 24세",2020,17300.5000
'11080," 성북구",'2,"여자",'130,"25 - 29세",2020,16807.5000
